EOM,dwh_country_id,gblrc_rating_mapped_base,cash_list_actual_date,cash_list_actual_monthly,cash_list_expected_date,cash_list_expected_date_plan,cash_list_expected_monthly,n_loans,volume_10K
2015-05-31 00:00:00,1,E,0.112096795964,0.108724394195,0.0560746713608,0.0538318843255,0.0585240070589,165,123.37
2015-05-31 00:00:00,32,A,0.0206675933981,0.0223300988164,0.0197750284488,0.0187937757905,0.0205800470033,8,2.9
2015-05-31 00:00:00,32,B,0.0369847582651,0.0377683079497,0.0299567215901,0.0262547696869,0.0312121234528,28,11.97
2015-05-31 00:00:00,32,C,0.0265072797739,0.0257334583031,0.027094137195,0.036887539522,0.0282340970408,27,11.02
2015-05-31 00:00:00,32,D,0.081089834961,0.0735891344703,0.0164434228668,0.0503781385231,0.0176810527966,13,6.2
2015-05-31 00:00:00,32,E,0.136528065699,0.137857467795,0.0930228379091,0.0668690768874,0.0974520376603,1,0.75
2015-05-31 00:00:00,128,A,0.0476434280878,0.0473371758846,0.0424088847252,0.0414124939945,0.0426473869523,3,2.0
2015-05-31 00:00:00,128,B,0.0494520268951,0.0492210747463,0.0432510957231,0.0402964155315,0.0436294069089,5,2.26
2015-05-31 00:00:00,128,C,0.0663340407611,0.0709067366976,0.0553459086991,0.0504616622286,0.0568935188764,9,3.16
2015-05-31 00:00:00,128,D,0.0796761867818,0.0822248780064,0.0627877753247,0.0574581200995,0.0639403888774,13,4.13
2015-05-31 00:00:00,128,E,0.0996446574909,0.0534952548778,0.0618142855565,0.06725604248,0.0623315912554,2,0.35
2015-06-30 00:00:00,1,A,0.0342856766202,0.0322945380882,0.0251368747278,0.0264406521919,0.0260369702028,270,323.26
2015-06-30 00:00:00,1,B,0.0389373286893,0.0375574641136,0.0289618375902,0.030540506153,0.029973224229,298,330.5675
2015-06-30 00:00:00,1,C,0.056965900815,0.0532696551001,0.0338507432532,0.0378866642549,0.0350838090101,385,422.8275
2015-06-30 00:00:00,1,D,0.0318136694177,0.0270487565682,0.0341920836933,0.0471751515517,0.0353465103657,396,372.0425
2015-06-30 00:00:00,1,E,0.116418383909,0.110701764335,0.0572077084739,0.0533605575266,0.0593916411753,186,137.3875
2015-06-30 00:00:00,32,A,0.0227809752215,0.0228453396539,0.0213644148126,0.0203101728891,0.0220668013033,9,3.5
2015-06-30 00:00:00,32,B,0.0372658117523,0.0377986770459,0.0302594441235,0.0261272101652,0.0314694652327,29,12.27
2015-06-30 00:00:00,32,C,0.0318216783118,0.0327267525383,0.0349577120817,0.036887539522,0.0363050096945,27,11.02
2015-06-30 00:00:00,32,D,0.0846148093022,0.0765972964601,0.0234441115865,0.0478983306744,0.0245496254103,14,7.2
2015-06-30 00:00:00,32,E,0.137907998869,0.138006864394,0.0968799072836,0.0668690768874,0.101308134679,1,0.75
2015-06-30 00:00:00,128,A,0.038477585107,0.00143471558226,0.00234596971651,0.0381846542925,0.00236220783307,9,5.71
2015-06-30 00:00:00,128,B,0.0499193390045,0.0499645185663,0.043844574372,0.0412021867007,0.0441884677938,8,3.5
2015-06-30 00:00:00,128,C,0.0718802307385,0.0660171133645,0.0496753940134,0.0492125572173,0.0504061642416,14,7.26
2015-06-30 00:00:00,128,D,0.0925723593401,0.0833947314438,0.0667038275871,0.0577546452772,0.0675530495598,14,4.57
2015-06-30 00:00:00,128,E,0.107802371478,0.0831429910068,0.0692104344084,0.0663276701481,0.0697611388857,3,0.85
